group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
day1 - part1 (fold),,,,,1057000.0,ns,4666
day1 - part1 (fold),,,,,1955300.0,ns,9332
day1 - part1 (fold),,,,,2956000.0,ns,13998
day1 - part1 (fold),,,,,3918500.0,ns,18664
day1 - part1 (fold),,,,,4906000.0,ns,23330
day1 - part1 (fold),,,,,5982300.0,ns,27996
day1 - part1 (fold),,,,,6910200.0,ns,32662
day1 - part1 (fold),,,,,7949600.0,ns,37328
day1 - part1 (fold),,,,,8837200.0,ns,41994
day1 - part1 (fold),,,,,9890800.0,ns,46660
day1 - part1 (fold),,,,,10858300.0,ns,51326
day1 - part1 (fold),,,,,11946600.0,ns,55992
day1 - part1 (fold),,,,,12800300.0,ns,60658
day1 - part1 (fold),,,,,13831500.0,ns,65324
day1 - part1 (fold),,,,,14747400.0,ns,69990
day1 - part1 (fold),,,,,15753700.0,ns,74656
day1 - part1 (fold),,,,,16792700.0,ns,79322
day1 - part1 (fold),,,,,17662300.0,ns,83988
day1 - part1 (fold),,,,,18710300.0,ns,88654
day1 - part1 (fold),,,,,19816800.0,ns,93320
day1 - part1 (fold),,,,,20769600.0,ns,97986
day1 - part1 (fold),,,,,21850500.0,ns,102652
day1 - part1 (fold),,,,,22768600.0,ns,107318
day1 - part1 (fold),,,,,23885300.0,ns,111984
day1 - part1 (fold),,,,,24846300.0,ns,116650
day1 - part1 (fold),,,,,26010900.0,ns,121316
day1 - part1 (fold),,,,,27161500.0,ns,125982
day1 - part1 (fold),,,,,27811000.0,ns,130648
day1 - part1 (fold),,,,,29065100.0,ns,135314
day1 - part1 (fold),,,,,30056300.0,ns,139980
day1 - part1 (fold),,,,,30861400.0,ns,144646
day1 - part1 (fold),,,,,32048800.0,ns,149312
day1 - part1 (fold),,,,,32844300.0,ns,153978
day1 - part1 (fold),,,,,33873400.0,ns,158644
day1 - part1 (fold),,,,,34868300.0,ns,163310
day1 - part1 (fold),,,,,35993300.0,ns,167976
day1 - part1 (fold),,,,,36990000.0,ns,172642
day1 - part1 (fold),,,,,38046000.0,ns,177308
day1 - part1 (fold),,,,,39173400.0,ns,181974
day1 - part1 (fold),,,,,39895300.0,ns,186640
day1 - part1 (fold),,,,,40821200.0,ns,191306
day1 - part1 (fold),,,,,41808500.0,ns,195972
day1 - part1 (fold),,,,,43188400.0,ns,200638
day1 - part1 (fold),,,,,44144800.0,ns,205304
day1 - part1 (fold),,,,,44595600.0,ns,209970
day1 - part1 (fold),,,,,45642300.0,ns,214636
day1 - part1 (fold),,,,,46585700.0,ns,219302
day1 - part1 (fold),,,,,47501100.0,ns,223968
day1 - part1 (fold),,,,,48687300.0,ns,228634
day1 - part1 (fold),,,,,49636100.0,ns,233300
day1 - part1 (fold),,,,,50609100.0,ns,237966
day1 - part1 (fold),,,,,51459900.0,ns,242632
day1 - part1 (fold),,,,,52134900.0,ns,247298
day1 - part1 (fold),,,,,53478000.0,ns,251964
day1 - part1 (fold),,,,,54600600.0,ns,256630
day1 - part1 (fold),,,,,55756000.0,ns,261296
day1 - part1 (fold),,,,,56644400.0,ns,265962
day1 - part1 (fold),,,,,57906800.0,ns,270628
day1 - part1 (fold),,,,,58349500.0,ns,275294
day1 - part1 (fold),,,,,59700000.0,ns,279960
day1 - part1 (fold),,,,,60385200.0,ns,284626
day1 - part1 (fold),,,,,61069800.0,ns,289292
day1 - part1 (fold),,,,,61964000.0,ns,293958
day1 - part1 (fold),,,,,63547200.0,ns,298624
day1 - part1 (fold),,,,,64370600.0,ns,303290
day1 - part1 (fold),,,,,65431900.0,ns,307956
day1 - part1 (fold),,,,,66329000.0,ns,312622
day1 - part1 (fold),,,,,67631100.0,ns,317288
day1 - part1 (fold),,,,,68380300.0,ns,321954
day1 - part1 (fold),,,,,69468400.0,ns,326620
day1 - part1 (fold),,,,,70531700.0,ns,331286
day1 - part1 (fold),,,,,71417900.0,ns,335952
day1 - part1 (fold),,,,,72138800.0,ns,340618
day1 - part1 (fold),,,,,73224100.0,ns,345284
day1 - part1 (fold),,,,,74224300.0,ns,349950
day1 - part1 (fold),,,,,75093100.0,ns,354616
day1 - part1 (fold),,,,,76069000.0,ns,359282
day1 - part1 (fold),,,,,77396400.0,ns,363948
day1 - part1 (fold),,,,,78462700.0,ns,368614
day1 - part1 (fold),,,,,79331300.0,ns,373280
day1 - part1 (fold),,,,,80684800.0,ns,377946
day1 - part1 (fold),,,,,81711700.0,ns,382612
day1 - part1 (fold),,,,,82902300.0,ns,387278
day1 - part1 (fold),,,,,84044300.0,ns,391944
day1 - part1 (fold),,,,,84287600.0,ns,396610
day1 - part1 (fold),,,,,85059600.0,ns,401276
day1 - part1 (fold),,,,,85896800.0,ns,405942
day1 - part1 (fold),,,,,87090500.0,ns,410608
day1 - part1 (fold),,,,,87698400.0,ns,415274
day1 - part1 (fold),,,,,88876600.0,ns,419940
day1 - part1 (fold),,,,,89752700.0,ns,424606
day1 - part1 (fold),,,,,90629900.0,ns,429272
day1 - part1 (fold),,,,,92131300.0,ns,433938
day1 - part1 (fold),,,,,93479400.0,ns,438604
day1 - part1 (fold),,,,,94553500.0,ns,443270
day1 - part1 (fold),,,,,95836400.0,ns,447936
day1 - part1 (fold),,,,,97060900.0,ns,452602
day1 - part1 (fold),,,,,98472100.0,ns,457268
day1 - part1 (fold),,,,,99513900.0,ns,461934
day1 - part1 (fold),,,,,100193900.0,ns,466600
